х1,х2,х3,х4,х5,х6,х7,х8,У
6.92,36.6,2.61,7.6,0.57,8.48,7.08,0.17,0
7.04,36.55,3.88,7.5,0.55,8.78,6.99,0.18,0
7.06,36.54,3.35,7.45,0.54,8.73,7.26,0.18,0
6.91,36.61,2.1,7.59,0.53,8.39,7.39,0.17,0
6.78,36.65,2.24,7.56,0.58,8.42,6.91,0.17,0
6.66,36.71,2.3,7.39,0.56,8.85,7.28,0.18,0
7.42,36.4,1.2,7.38,0.57,7.5,7.22,0.17,0
7.28,36.46,3.14,7.47,0.59,8.48,7.09,0.18,0
6.86,36.63,4.89,7.58,0.54,9.41,7.4,0.18,0
7.4,36.41,1.47,7.48,0.59,7.69,7.29,0.17,0
7.18,36.5,0.92,7.42,0.58,8.9,7.04,0.17,0
6.78,36.66,2.78,7.5,0.55,8.03,7,0.18,0
7.22,36.48,1.68,7.39,0.58,9.87,7.37,0.17,0
6.02,36.96,2.88,7.53,0.61,10.25,6.97,0.18,1
6.74,36.67,2.66,7.46,0.58,8.98,7.23,0.18,0
6.98,36.58,4.16,7.55,0.58,9.1,7.43,0.18,0
6.87,36.62,4.19,7.6,0.56,7.93,7.1,0.18,0
6.53,36.76,1.37,7.54,0.61,7.63,7.24,0.18,0
7.09,36.53,3.59,7.52,0.6,8.37,7.29,0.18,0
6.72,36.68,2.18,7.65,0.56,8.22,7.26,0.17,0
7.15,36.51,2.56,7.55,0.58,6.67,7.39,0.18,0
6.24,36.87,4.32,7.49,0.53,9.55,7.12,0.19,1
7,36.57,3.08,7.55,0.52,8.53,6.97,0.18,0
5.98,36.98,1.57,7.45,0.57,8.8,7.28,0.18,1
6.16,36.91,4.44,7.46,0.53,6.84,6.81,0.18,0
7.03,36.56,1.01,7.48,0.6,8.13,6.98,0.18,0
7.36,36.42,2.13,7.4,0.54,8.37,7.53,0.17,1
6.91,36.6,0.62,7.42,0.58,8.22,7.46,0.17,1
6.81,36.65,1.46,7.53,0.56,7.76,7.16,0.17,0
6.38,36.82,3.46,7.47,0.57,9.11,6.87,0.19,1
6.92,36.6,2.48,7.39,0.57,8.43,7.15,0.17,0
7.01,36.57,3.01,7.5,0.6,7.04,7.58,0.18,1
6.82,36.64,4.62,7.47,0.53,8.25,6.95,0.19,1
6.5,36.77,4.04,7.5,0.62,7.56,7.35,0.18,0
6.56,36.74,3.02,7.56,0.56,7.8,6.9,0.18,0
6.57,36.74,2.1,7.31,0.58,7.84,7.27,0.17,0
6.62,36.72,4.74,7.44,0.54,8.42,7.3,0.18,0
6.84,36.63,5.87,7.5,0.59,8.06,7.16,0.18,0
7.02,36.56,2.05,7.52,0.59,8.23,7.47,0.18,1
7.54,36.35,2.55,7.57,0.52,8.77,7.11,0.18,0
7,36.57,1.5,7.44,0.59,8.43,7.01,0.17,0
7.59,36.33,0.36,7.43,0.58,9.06,7.39,0.17,0
7.04,36.55,1.49,7.38,0.58,9,7.36,0.18,0
7.11,36.53,0.95,7.58,0.58,8.49,7.11,0.17,0
6.53,36.76,2.48,7.49,0.58,8.45,7.36,0.18,0
7.47,36.38,0.54,7.43,0.61,7.74,7.42,0.17,0
6.86,36.63,1.66,7.36,0.54,8.43,7.18,0.17,0
6.65,36.71,1.64,7.7,0.58,8.7,7.38,0.17,0
7.1,36.53,2.28,7.5,0.57,8.95,7.29,0.18,0
6.62,36.72,5.1,7.56,0.58,9.01,6.99,0.18,0
7.55,36.35,1.13,7.52,0.56,7.98,7.19,0.17,0
7.37,36.42,3.37,7.51,0.59,10.09,7.38,0.17,0
7.09,36.53,2.11,7.32,0.56,8.9,6.92,0.17,0
6.78,36.66,2.55,7.56,0.6,9.07,7.11,0.18,0
6.98,36.58,2.34,7.42,0.62,7.84,7.21,0.18,0
7.63,36.32,0.59,7.56,0.61,8.97,7.17,0.17,0
7.3,36.45,2.91,7.58,0.55,7.71,7.03,0.18,0
7.05,36.55,2.9,7.51,0.57,8.51,7.07,0.18,0
6.92,36.6,2.46,7.52,0.55,8.38,7.14,0.16,0
6.64,36.71,1.02,7.61,0.57,8.75,7.19,0.17,0
7.48,36.38,0.82,7.54,0.57,7.97,7.34,0.17,0
6.54,36.75,4.74,7.49,0.59,8.73,7.1,0.18,0
7.24,36.47,2.89,7.45,0.53,8.44,7.41,0.18,0
6.94,36.59,2.42,7.43,0.53,8.61,7.25,0.17,0
6.93,36.59,3.11,7.47,0.59,8.99,6.81,0.18,0
6.22,36.88,4.13,7.49,0.54,7.79,7.39,0.18,0
6.71,36.69,5.73,7.51,0.56,8.18,7.25,0.18,0
7.22,36.48,1.02,7.42,0.58,7.81,7.19,0.17,0
7.38,36.42,3.44,7.46,0.57,8.45,7.44,0.18,0
7.35,36.43,0.15,7.46,0.63,7.98,7,0.17,0
6.75,36.67,3.94,7.54,0.57,7.74,7.16,0.18,0
7.36,36.43,2.64,7.56,0.58,8.96,7.39,0.17,0
6.84,36.63,2.53,7.4,0.62,9.07,7.35,0.18,0
6.68,36.7,0.23,7.6,0.62,8.85,7.21,0.17,0
6.72,36.68,4.07,7.56,0.53,8.96,7.2,0.18,0
7.05,36.55,3.69,7.53,0.59,7.86,6.95,0.18,0
6.85,36.63,2.36,7.48,0.6,8.3,7.26,0.18,0
6.66,36.7,3.07,7.47,0.63,9.37,7.46,0.18,1
7.07,36.54,1.99,7.71,0.59,8.02,7.34,0.17,0
6.36,36.83,1.51,7.38,0.53,8.69,7.36,0.18,0
7.22,36.48,0.4,7.53,0.59,8.8,7.15,0.17,0
6.73,36.68,1.53,7.39,0.57,9.55,7.06,0.17,0
6.93,36.59,1.62,7.46,0.61,8.82,7.19,0.17,0
7.12,36.52,2.38,7.51,0.6,9.37,7.05,0.17,0
6.82,36.64,2.47,7.42,0.57,8.78,7.6,0.17,1
6.46,36.79,4.07,7.56,0.59,9.3,7.43,0.19,1
7.86,36.22,1.18,7.45,0.58,8.85,7.27,0.17,1
6.25,36.87,4.2,7.43,0.56,8.11,7.41,0.19,1
6.97,36.58,2.16,7.57,0.59,7.58,6.97,0.18,0
6.95,36.59,1.13,7.47,0.56,8.75,7.42,0.17,0
6.42,36.8,3.63,7.43,0.52,8.08,7.08,0.18,0
6.35,36.83,3.71,7.54,0.57,8.97,6.63,0.18,0
7.43,36.4,1.75,7.48,0.57,8.89,7.18,0.17,0
7.21,36.49,0.32,7.49,0.58,8.14,7.07,0.17,0
6.66,36.7,3.3,7.5,0.59,6.85,7.28,0.17,0
7.58,36.34,4.11,7.47,0.51,8.11,7.07,0.18,0
6.7,36.69,0.75,7.43,0.56,8.47,7.39,0.17,0
7.12,36.52,4.36,7.6,0.6,9.1,7.09,0.18,0
6.84,36.63,0.58,7.42,0.56,8.53,6.87,0.17,0
7.71,36.28,2.34,7.49,0.59,7.87,7.07,0.17,0
6.85,36.63,2.99,7.49,0.63,8.67,7.31,0.18,0
6.42,36.8,1.95,7.51,0.6,8.91,7.25,0.18,0
6.31,36.85,2.02,7.48,0.62,6.74,6.91,0.18,0
6.75,36.67,1.59,7.56,0.54,9.06,6.73,0.18,0
6.85,36.63,3.09,7.54,0.57,8.53,6.94,0.18,0
6.61,36.72,1.71,7.63,0.6,8.76,7.1,0.17,0
6.7,36.69,3.59,7.49,0.59,8.67,7.31,0.17,0
6.52,36.76,4.09,7.48,0.59,7.68,7.19,0.18,0
7.1,36.53,0.92,7.54,0.59,7.69,6.53,0.17,0
6.85,36.63,0.66,7.52,0.57,8.55,7.26,0.17,0
6.47,36.78,1.15,7.51,0.54,8.28,6.99,0.18,0
7.37,36.42,1.43,7.3,0.56,8.48,7.08,0.17,0
6.86,36.62,2.33,7.39,0.55,7.8,7.04,0.18,0
6,36.97,2.42,7.53,0.57,8.63,6.86,0.18,1
7.58,36.34,4.12,7.51,0.58,9.65,7.24,0.18,0
7,36.57,1.19,7.41,0.58,7.58,6.96,0.17,0
6.39,36.81,1.96,7.64,0.61,7.71,6.91,0.17,0
7.55,36.35,4.64,7.6,0.65,9.28,6.75,0.18,1
6.55,36.75,1.86,7.53,0.6,9.28,7.41,0.17,0
6.49,36.77,3.88,7.4,0.54,8.41,7.07,0.18,0
7.34,36.43,3.47,7.48,0.59,8.31,7.13,0.18,0
6.08,36.94,2.59,7.52,0.56,8.28,7.39,0.18,1
6.91,36.61,2.4,7.43,0.57,8.6,7.03,0.17,0
6.13,36.92,3.26,7.39,0.55,8.23,7.13,0.18,1
7.05,36.55,3.17,7.54,0.53,8.47,7.23,0.18,0
7.2,36.49,0.34,7.48,0.58,9.11,7.21,0.17,0
6.5,36.77,3.27,7.37,0.61,8.61,7.36,0.18,0
6.05,36.95,3.36,7.43,0.59,9.04,7.23,0.18,1
6.98,36.58,1.4,7.42,0.6,8.32,7.47,0.17,1
7.69,36.29,2.65,7.6,0.59,9,7.19,0.17,0
6.92,36.6,5.67,7.52,0.56,9.66,7.23,0.18,0
7.35,36.43,2.66,7.48,0.55,8.51,7.34,0.17,0
6.63,36.72,2.31,7.46,0.57,8.29,7.32,0.18,0
7.39,36.41,2.99,7.56,0.54,9.17,7.67,0.18,1
6.73,36.68,5.45,7.53,0.56,8.77,7.13,0.19,1
6.85,36.63,3.59,7.5,0.55,7.97,6.95,0.18,0
7.04,36.55,2.8,7.49,0.61,9.97,7.01,0.17,0
7.21,36.48,2.27,7.38,0.63,9.08,7.13,0.18,0
7.05,36.55,2.53,7.57,0.57,7.83,7.01,0.18,0
6.87,36.62,2.72,7.47,0.55,9.54,7.35,0.18,0
6.96,36.58,2.67,7.49,0.56,8.28,7.05,0.18,0
6.96,36.58,2.43,7.41,0.6,8.28,7.6,0.19,1
6.83,36.64,0.55,7.47,0.53,7.71,7.26,0.17,0
6.27,36.86,3.24,7.47,0.59,8.08,7.05,0.18,0
7.14,36.51,2.95,7.52,0.62,8.46,7.53,0.17,1
6.88,36.62,5.35,7.57,0.57,9.24,7.14,0.19,1
6.96,36.58,3.92,7.52,0.54,8.9,7.17,0.18,0
7.36,36.42,1.51,7.38,0.59,7.32,7.19,0.17,0
6.88,36.62,2.86,7.45,0.53,8.85,7.01,0.18,0
6.46,36.79,1.32,7.48,0.57,8.83,7.06,0.18,0
7.15,36.51,0.84,7.54,0.56,8.26,6.8,0.17,0
7.08,36.54,2.67,7.59,0.61,9.73,7.35,0.18,0
6.46,36.78,2.67,7.46,0.5,9.4,7.1,0.18,0
6.77,36.66,1.65,7.48,0.58,7.7,7.22,0.17,0
7.55,36.35,1.66,7.52,0.58,9.1,7.07,0.18,0
7.02,36.56,2.73,7.57,0.56,7.29,7.06,0.17,0
7.4,36.41,2.85,7.45,0.58,9.09,7.23,0.18,0
6.84,36.63,2.71,7.52,0.57,7.53,7.05,0.17,0
6.77,36.66,2.28,7.5,0.56,8.48,7.29,0.18,0
6.64,36.71,2.77,7.51,0.54,8.81,7.45,0.17,1
7.18,36.5,4.31,7.52,0.54,7.19,6.91,0.17,0
6.66,36.7,1.67,7.45,0.56,10.17,7.17,0.18,0
7.51,36.36,2.41,7.47,0.59,7.7,7.43,0.17,0
6.45,36.79,0.36,7.4,0.62,8.89,7.71,0.17,1
6.64,36.71,3.9,7.4,0.56,8.65,7.05,0.18,0
7.19,36.49,2.01,7.42,0.58,7.59,7.08,0.17,0
6.18,36.9,0.28,7.56,0.6,8.25,7.13,0.18,0
7.35,36.43,2.83,7.46,0.59,8.05,6.94,0.18,0
6.97,36.58,0.58,7.46,0.54,10.1,7.15,0.17,0
6.93,36.59,5.51,7.52,0.56,8.52,6.94,0.18,0
7.48,36.38,4.15,7.63,0.59,8.3,7.08,0.18,0
6.73,36.68,3.74,7.47,0.59,9.77,7.27,0.18,0
6.35,36.83,2.6,7.52,0.56,8.05,7.51,0.18,1
6.5,36.77,5.26,7.51,0.56,8.06,7.08,0.18,0
7.04,36.55,2.33,7.53,0.55,7.37,6.91,0.17,0
6.74,36.67,1.29,7.37,0.56,9.19,7.17,0.18,0
6.75,36.67,4.19,7.47,0.56,7.94,7.22,0.18,0
6.63,36.72,3.74,7.51,0.58,8.74,7.12,0.18,0
7.34,36.43,0.37,7.43,0.57,8.31,7.38,0.16,0
6.96,36.59,3.63,7.55,0.54,8.49,7.22,0.18,0
7.12,36.52,2.09,7.47,0.57,7.81,7.26,0.17,0
6.56,36.74,2.14,7.57,0.59,8.1,7.17,0.17,0
7.7,36.29,3.04,7.53,0.58,8.55,7.12,0.17,0
7.03,36.56,2.49,7.5,0.57,7.28,6.95,0.17,0
7.73,36.28,0.52,7.56,0.6,7.53,7.21,0.17,0
6.61,36.72,1.2,7.36,0.57,9.62,7.27,0.17,0
7.07,36.54,3.98,7.61,0.57,7.61,7.39,0.18,0
7.22,36.48,2.55,7.56,0.58,8.57,7.16,0.17,0
6.39,36.81,1.98,7.41,0.58,8.35,7.14,0.17,0
6.88,36.62,2.37,7.57,0.51,9.27,6.95,0.17,0
6.66,36.71,1.57,7.45,0.55,7.9,7.03,0.18,0
7.04,36.55,2.67,7.65,0.55,7.65,7,0.17,0
7.2,36.49,3.95,7.65,0.59,8.95,7.23,0.18,0
6.71,36.69,1.4,7.38,0.58,9.27,7.24,0.18,0
7.13,36.52,1.7,7.54,0.6,8.57,7.07,0.17,0
7.18,36.5,1.41,7.45,0.54,8.46,7.28,0.17,0
7.37,36.42,3.31,7.48,0.58,9.15,7.33,0.17,0
6.98,36.57,0.61,7.53,0.54,7.9,7.2,0.17,0
7.16,36.51,3.11,7.57,0.58,7.85,7.27,0.17,0
7.43,36.4,2.2,7.4,0.6,7.36,7.17,0.17,0
6.65,36.71,1.98,7.68,0.58,8.21,7.31,0.18,0
6.75,36.67,2.58,7.38,0.61,8.1,7.3,0.18,0
6.66,36.7,2.57,7.51,0.57,8.41,7.36,0.17,0
7.51,36.37,3.12,7.5,0.62,6.84,7.11,0.17,0
7.26,36.47,1.44,7.55,0.57,8.48,7.21,0.17,0
6.62,36.72,2.72,7.53,0.52,8.7,7.18,0.18,0
6.84,36.63,2.66,7.51,0.56,9.28,7.19,0.18,0
8.23,36.08,2.1,7.52,0.58,8.96,7.39,0.17,1
6.8,36.65,0.8,7.38,0.56,9.95,7.29,0.17,0
6.81,36.65,2.26,7.46,0.59,9.3,7.32,0.18,0
6.57,36.74,0.98,7.57,0.55,8.5,7.12,0.17,0
7.33,36.44,0.06,7.4,0.56,9.61,7.14,0.17,0
6.97,36.58,1.53,7.48,0.56,7.59,7.21,0.18,0
6.74,36.67,5.8,7.6,0.56,7.87,7.17,0.18,0
7.07,36.54,4.54,7.56,0.64,9.45,7.24,0.18,0
6.85,36.63,3.1,7.53,0.58,8.1,7.13,0.18,0
7.25,36.47,1.84,7.57,0.57,6.95,7.13,0.17,0
7.24,36.47,0.65,7.51,0.6,7.33,7.28,0.17,0
7.44,36.39,0.54,7.58,0.58,7.42,7.36,0.16,0
6.49,36.77,1.08,7.48,0.61,6.51,7.21,0.17,0
7.53,36.36,3.82,7.59,0.6,8.8,7.29,0.17,0
7.5,36.37,3.45,7.43,0.55,8.16,7.32,0.18,0
7.09,36.53,2.99,7.61,0.58,8.47,7.31,0.18,0
7.25,36.47,2.01,7.58,0.61,8.26,7.25,0.18,0
7.91,36.21,3.14,7.43,0.54,7.44,7.1,0.17,1
6.89,36.61,3.52,7.32,0.55,8.18,6.87,0.18,0
6.62,36.72,3.72,7.4,0.56,8.7,7.14,0.19,1
6.93,36.6,0.14,7.56,0.58,7.74,7.44,0.17,0
6.64,36.71,0.99,7.51,0.56,9.05,7.17,0.17,0
7.13,36.52,2.95,7.54,0.58,9.34,7.25,0.17,0
6.86,36.62,4.83,7.4,0.55,7.87,7.08,0.19,1
6.64,36.71,2.74,7.46,0.58,9.34,7.46,0.18,1
6.55,36.75,5.06,7.48,0.61,8.41,7.24,0.18,0
7.09,36.53,1.56,7.39,0.57,8.26,7.36,0.18,0
6.32,36.84,1.97,7.61,0.51,8.49,7.08,0.17,0
6.59,36.73,1.4,7.47,0.58,8.2,7.22,0.17,0
7.4,36.41,2.21,7.5,0.52,7.72,7.32,0.17,0
6.74,36.67,0.15,7.5,0.58,8.58,6.83,0.17,0
7.3,36.45,2.14,7.46,0.56,8.29,7.26,0.17,0
7.54,36.35,1.44,7.42,0.55,7.83,7.49,0.18,1
6.91,36.6,1.48,7.51,0.61,8.5,7.14,0.17,0
6.96,36.58,1.98,7.62,0.54,8.74,7.33,0.18,0
6.39,36.81,0.52,7.41,0.56,9,7.51,0.17,1
7.21,36.48,4.72,7.48,0.55,7.94,7.02,0.18,0
6.62,36.72,3.56,7.57,0.53,9.28,7.53,0.18,1
6.6,36.73,0.43,7.56,0.58,7.99,6.82,0.17,0
7.61,36.33,3.42,7.56,0.58,7.27,6.96,0.18,0
7.68,36.3,3.43,7.64,0.57,8.02,7.1,0.18,0
6.79,36.65,4.85,7.52,0.56,7.55,7.12,0.18,0
7.42,36.4,2.86,7.56,0.51,8.12,7.14,0.17,0
6.93,36.6,2.88,7.42,0.61,8.4,7.52,0.18,1
6.98,36.58,1.5,7.53,0.57,8.85,7.19,0.18,0
7.37,36.42,2.61,7.54,0.57,8.08,7.15,0.18,0
6.86,36.62,1.7,7.46,0.59,8.14,7.11,0.17,0
6.2,36.89,1.99,7.58,0.55,8.13,7.04,0.18,0
7.31,36.44,3.81,7.52,0.55,8.8,7.44,0.18,0
6.98,36.57,3.56,7.59,0.59,8.47,7.26,0.17,0
7.05,36.55,1.97,7.46,0.54,7.54,6.97,0.17,0
6.77,36.66,2.14,7.49,0.56,8.44,7.24,0.18,0
6.87,36.62,2.28,7.49,0.57,8.35,7.12,0.18,0
7.04,36.55,3.16,7.45,0.59,7.82,7.5,0.18,1
6.5,36.77,1.8,7.51,0.58,8.3,7.34,0.18,0
6.98,36.58,0.29,7.45,0.6,8.09,7.28,0.17,0
7.47,36.38,2.74,7.63,0.52,8.47,7.02,0.17,0
6.79,36.65,0.4,7.36,0.62,9.48,7.84,0.18,1
7,36.57,0.59,7.46,0.6,9.9,7.14,0.17,0
6.88,36.62,2.54,7.52,0.57,7.91,7.18,0.18,0
6.64,36.71,2.18,7.47,0.56,9,7.26,0.17,0
7.39,36.41,2.13,7.44,0.57,9.74,7.4,0.18,0
6.91,36.6,3.65,7.56,0.54,8.53,7.3,0.18,0
7,36.57,3.37,7.47,0.58,7.61,7.26,0.19,1
6.91,36.6,0.86,7.4,0.6,8.69,7.4,0.17,0
7.28,36.46,2.35,7.35,0.57,8.12,7.02,0.18,0
7.24,36.47,2.43,7.62,0.57,8.87,6.99,0.18,0
7.2,36.49,2.68,7.53,0.59,8.01,6.96,0.17,0
7.07,36.54,3.79,7.44,0.58,9.41,7.4,0.17,0
6.79,36.65,2.91,7.56,0.61,8.99,6.71,0.18,0
7.55,36.35,3.52,7.43,0.57,8.78,7.37,0.18,0
7.09,36.53,4.16,7.52,0.56,7.91,7.27,0.18,0
7.21,36.48,5.13,7.5,0.56,8.23,7.22,0.18,0
7.29,36.45,1.61,7.53,0.57,8.17,7.32,0.17,0
7.15,36.51,3.62,7.52,0.61,7.79,6.83,0.17,0
6.8,36.65,1.73,7.51,0.64,6.87,7.28,0.18,0
7.05,36.55,2.06,7.38,0.59,9.47,7.4,0.17,0
7.13,36.52,4.12,7.43,0.58,8.46,6.57,0.18,0
6.86,36.62,3.83,7.57,0.56,9.15,7.22,0.18,0
6.56,36.75,2.95,7.56,0.56,8.54,6.96,0.18,0
6.76,36.67,0.07,7.36,0.64,8.58,7.24,0.17,0
6.53,36.76,1.01,7.47,0.58,7.98,7.01,0.17,0
6.56,36.75,1.31,7.47,0.52,7.53,7.34,0.18,0
6.95,36.59,4.72,7.52,0.59,8.09,7.19,0.18,0
6.63,36.72,2.94,7.38,0.59,8.31,7.46,0.18,1
6.37,36.82,2.54,7.55,0.59,8.46,7.12,0.17,0
6.61,36.72,2.77,7.46,0.56,8.59,7.39,0.18,0
6.52,36.76,5.01,7.63,0.59,9.27,7.48,0.19,1
7.22,36.48,3.64,7.47,0.54,9.61,6.88,0.18,0
6.78,36.66,2.62,7.39,0.55,8.92,7.15,0.18,0
6.91,36.6,0.83,7.41,0.62,8.99,7,0.17,0
7.6,36.33,1.02,7.57,0.57,9.52,7.28,0.17,0
7.25,36.47,0.63,7.4,0.6,8.36,7.12,0.17,0
7.35,36.43,4.34,7.57,0.6,8.53,7.22,0.17,0
6.68,36.7,3.71,7.51,0.56,7.97,6.79,0.18,0
7.11,36.53,2.09,7.53,0.56,9.34,7,0.17,0
6.82,36.64,2.01,7.5,0.57,7.49,6.99,0.18,0
6.4,36.81,3.61,7.36,0.54,7.75,7,0.18,0
7.21,36.49,0.78,7.39,0.62,8.88,7.55,0.16,1
7.5,36.37,2.14,7.57,0.54,9.46,7.36,0.18,0
6.8,36.65,3.24,7.43,0.57,8.85,7.38,0.18,0
6.63,36.72,1.16,7.48,0.56,8.11,6.65,0.17,0
6.74,36.67,2.26,7.46,0.53,9,7.36,0.17,0
7.75,36.27,1.75,7.38,0.53,9.13,7.23,0.17,0
7.17,36.5,2.59,7.55,0.58,6.53,7.12,0.17,0
6.42,36.8,2.8,7.53,0.56,7.77,7.07,0.18,0
7.55,36.35,3.53,7.46,0.63,8.71,7.27,0.18,0
6.76,36.67,0.05,7.5,0.56,6.96,7.24,0.16,0
6.77,36.66,3.55,7.48,0.52,9.54,7.25,0.18,0
7.16,36.5,2.29,7.41,0.6,8.61,7.24,0.18,0
7.58,36.34,0.15,7.55,0.55,8.44,7.18,0.17,0
6.85,36.63,3.81,7.59,0.53,8.26,7.11,0.18,0
6.68,36.7,2.44,7.46,0.56,8.64,7.08,0.17,0
6.77,36.66,4.18,7.57,0.59,7.15,7.15,0.18,0
7.3,36.45,3.99,7.55,0.57,8.74,7.19,0.18,0
7.13,36.52,3.56,7.48,0.57,8.47,7.13,0.17,0
7.45,36.39,4.39,7.48,0.58,8.68,7.2,0.17,0
5.67,37.1,1.23,7.53,0.58,8.51,7.13,0.17,1
7.28,36.46,3.45,7.5,0.54,8.35,6.98,0.18,0
7.05,36.55,0.38,7.59,0.58,8.48,7.27,0.17,0
7.62,36.32,2.7,7.4,0.58,9.22,7.5,0.18,1
6.53,36.76,1.54,7.56,0.59,7.01,7.21,0.17,0
6.79,36.65,0.56,7.43,0.57,6.38,6.92,0.17,0
7.1,36.53,4.1,7.47,0.57,9.34,7.38,0.18,0
6.67,36.7,3.01,7.53,0.58,8.29,7.31,0.18,0
6.86,36.62,0.36,7.5,0.57,9.87,6.9,0.17,0
7.06,36.54,4.11,7.47,0.57,8.22,7.37,0.18,0
7.24,36.47,3.52,7.55,0.62,8.13,7.14,0.18,0
7.64,36.31,2.39,7.55,0.6,8.39,7.42,0.17,0
6.76,36.66,0.35,7.52,0.6,8.32,7.5,0.17,1
6.97,36.58,4.79,7.29,0.55,8.97,6.95,0.18,0
7.19,36.49,2.94,7.47,0.56,7.57,7.22,0.18,0
6.7,36.69,4.05,7.36,0.54,9.98,7.55,0.19,1
6.91,36.61,4.85,7.52,0.61,8.48,7.37,0.18,0
6.8,36.65,1.11,7.35,0.56,8.32,7.18,0.18,0
7.09,36.53,5.64,7.43,0.57,7.38,7.2,0.18,0
6.76,36.66,2.66,7.38,0.59,8.58,7.14,0.18,0
6.76,36.66,3.53,7.41,0.54,8.64,6.9,0.18,0
7.29,36.45,5.14,7.45,0.63,8.97,7.15,0.18,0
7.07,36.54,2.7,7.41,0.53,9.03,7.35,0.18,0
6.56,36.75,3.58,7.46,0.48,9.36,7.05,0.18,0
7.25,36.47,0.71,7.48,0.59,7.85,7.22,0.18,0
6.79,36.65,2.72,7.53,0.55,8.83,7.02,0.18,0
7.07,36.54,4.08,7.62,0.54,8.29,7.04,0.18,0
6.64,36.71,0.81,7.43,0.56,8.74,7.12,0.17,0
6.73,36.68,3.84,7.51,0.53,8.74,7.04,0.18,0
6.42,36.8,3.22,7.58,0.55,9.42,7.09,0.18,0
6.76,36.66,3.14,7.47,0.63,8.13,7.45,0.17,1
6.67,36.7,5.4,7.5,0.59,7.52,6.72,0.18,0
6.84,36.63,2.39,7.48,0.57,7.37,6.97,0.17,0
6.9,36.61,2.55,7.55,0.55,8.03,7.1,0.17,0
6.28,36.86,1.12,7.49,0.62,9.4,7.35,0.18,0
6.58,36.74,3.54,7.6,0.59,8.57,7.34,0.18,0
6.69,36.69,4.74,7.52,0.59,9.01,6.98,0.18,0
7.09,36.53,1.15,7.56,0.61,7.6,7.38,0.17,0
6.49,36.77,2.77,7.46,0.55,8.55,7.05,0.18,0
6.65,36.71,3.36,7.63,0.58,8.69,7.34,0.17,0
7.03,36.56,2.47,7.45,0.58,8.94,7.07,0.17,0
6.63,36.72,2.02,7.44,0.56,8.77,7.19,0.18,0
6.24,36.87,0.47,7.49,0.58,8.3,7.46,0.18,1
6.44,36.79,2.95,7.4,0.55,8.63,7.24,0.18,0
6.66,36.7,2.65,7.56,0.62,8.99,7.22,0.17,0
7.12,36.52,2.51,7.48,0.53,8.55,7.3,0.18,0
7.38,36.42,4.98,7.56,0.55,7.69,7.08,0.18,0
6.69,36.69,1.79,7.38,0.59,9.01,7.26,0.18,0
6.8,36.65,6.17,7.43,0.59,9.08,7.38,0.19,1
7.22,36.48,3.96,7.47,0.59,9.04,7.55,0.18,1
7.47,36.38,3.37,7.53,0.61,7.96,6.77,0.17,0
6.86,36.62,1.54,7.58,0.52,8.88,7.31,0.17,0
6.77,36.66,4.48,7.46,0.52,8.21,7.42,0.18,0
6.45,36.79,3.44,7.57,0.56,8.42,6.95,0.18,0
6.61,36.72,1.48,7.49,0.52,7.41,7.38,0.17,0
6.48,36.78,1.81,7.48,0.59,8.27,7.29,0.18,0
6.7,36.69,4.1,7.45,0.49,7.85,6.44,0.17,0
6.79,36.65,1.32,7.4,0.6,7.45,7.2,0.17,0
6.7,36.69,4.82,7.44,0.59,10.05,7.33,0.18,0
6.73,36.68,3.12,7.61,0.6,7.18,7.27,0.18,0
7.43,36.4,3.07,7.46,0.6,8.54,7.4,0.18,0
7.1,36.53,3.78,7.61,0.55,8.18,7.25,0.18,0
6.71,36.68,0.17,7.54,0.5,9.09,7.14,0.17,0
6.69,36.69,4.01,7.53,0.6,7.38,7.03,0.18,0
7.12,36.52,2.42,7.48,0.56,8.38,7.06,0.18,0
7.71,36.28,3.89,7.6,0.55,7.84,7.35,0.18,0
7.29,36.45,2.36,7.51,0.59,8.83,7.58,0.18,1
6.98,36.58,2.75,7.53,0.52,7.56,6.96,0.18,0
7.14,36.51,4.02,7.53,0.53,9.04,6.73,0.18,0
6.84,36.63,1.9,7.6,0.56,7.88,7.17,0.17,0
6.76,36.67,1.76,7.44,0.6,8.22,7.31,0.17,0
6.18,36.9,3.46,7.38,0.52,7.23,7.21,0.18,0
6.15,36.91,3.17,7.45,0.56,6.73,7.11,0.18,0
7.54,36.35,3.3,7.54,0.59,7.97,7.51,0.18,1
7.64,36.31,2.91,7.55,0.57,7.71,6.91,0.17,0
6.14,36.91,4.33,7.57,0.59,7.4,7.08,0.18,0
7.47,36.38,0.97,7.48,0.57,9.02,7.27,0.18,0
6.78,36.65,3.55,7.57,0.59,8.64,7.16,0.18,0
6.95,36.59,0.36,7.47,0.59,9.21,7.15,0.18,0
7.12,36.52,1.45,7.4,0.5,8.37,7.25,0.18,0
7,36.57,2.91,7.62,0.54,6.78,6.79,0.17,0
7.18,36.5,1.09,7.45,0.59,7.47,7.35,0.17,0
6.96,36.58,1.34,7.44,0.6,7.11,7.26,0.18,0
6.95,36.59,3.85,7.51,0.59,8.74,7.05,0.17,0
6.82,36.64,2.79,7.41,0.57,9.55,7.46,0.18,1
7.44,36.39,3.17,7.44,0.62,8.33,7.11,0.18,0
6.64,36.71,2.61,7.56,0.56,8.29,7.42,0.18,0
7.12,36.52,5.18,7.52,0.65,8.16,7.21,0.18,1
